Nombre,Resumen generado por la IA,Destinatarios,URL,País,Fecha de cierre,Publicar,Entidad,Categoría,Created time,Obtener Base URL,Obtener BASE URL?,Base URL,Og_Resumida,Disciplina,Robot Requisitos,Agenda 2030,Estado de la oportunidad,Inscripcion,Disciplina Limpia,Monto,Moneda,Monto_USD,Significativa,Premio_USD,Inscripcion_USD_web
Convocatoria | 3° Salón Nacional de Artes Visuales del Chaco,Convocatoria | 3° Salón Nacional de Artes Visuales del Chaco,,https://cultura.chaco.gob.ar/noticia-convocatorias-y-mas-2024-06-13-02-14,Argentina,"June 20, 2025",Yes,Museo Provincial de Bellas Artes René Brusau - Instituto de Cultura del Chaco,Convocatoria,"May 3, 2025 1:14 PM",,No,https://cultura.chaco.gob.ar/noticia-convocatorias-y-mas-2024-06-13-02-14,"Dirigida a artistas, grupos o colectivos de artistas nativos o residentes en la República Argentina. No se menciona pago para participar. La disciplina principal es artes visuales. La oportunidad está limitada a artistas argentinos, no está abierta para artistas de otros países de Latinoamérica. Incluye un Premio Nacional de Fomento a la Producción de $450.000 pesos argentinos para cada proyecto seleccionado.",Visuales,,No,,Sin cargo,Visuales,450000.0,ARS,495.00000000000006,False,,
Fondos | Estimulo a la creación Museo Casa de la Memoria de Medellín 2025,Fondos | Estimulo a la creación Museo Casa de la Memoria de Medellín 2025,,https://www.medellin.gov.co/estimuloscultura/MCM,Colombia,"May 30, 2025",Yes,Museo Casa de la Memoria de Medellín - Alcaldía de Medellín,Fondos,"May 3, 2025 1:20 PM",,No,https://www.medellin.gov.co/estimuloscultura/MCM,"Dirigida a la ciudadanía en general, víctimas, organizaciones culturales y sociales. Las disciplinas incluyen creación audiovisual, literaria, cómic/historieta y fortalecimiento de lugares de memoria, bajo el concepto ""Las memorias iberoamericanas"". Exclusivo para residentes de la ciudad de Medellín.","Visuales, Literatura, Cine, Otras",,No,,Sin cargo,Cine,,COP,,False,,
Premio | Premio di Roma “Andrea Ceraso”,Premio | Premio di Roma “Andrea Ceraso”,,https://www.shelivesmusic.it/premio-di-roma-andrea-ceraso.html,Italia,"May 25, 2025",Yes,She Lives -  Asociación Eufonia,Premio,"May 3, 2025 1:44 PM",,No,https://www.shelivesmusic.it/premio-di-roma-andrea-ceraso.html,"Abierto a compositores de todas las edades y naciones, con el objetivo de presentar una pieza musical que incluya al menos uno de los instrumentos: piano, flauta, clarinete, violín, viola, y violonchelo. Las composiciones podrán tener una duración máxima de 15 minutos. Requiere una cuota de participación de 55 euros. Premios: primer premio de 1.000 euros; El segundo de 500 euros ; y el tercer premio incluye únicamente la ejecución. Las obras seleccionadas serán interpretadas por el ensamble Imago Sonora.","Música, Composición",,No,,Pago,Música,55.0,EUR,59.400000000000006,False,,
Premio | II Concurso Internacional de Composición de Lieders Premio Raffaello de Banfield 2025,Premio | II Concurso Internacional de Composición de Lieders Premio Raffaello de Banfield 2025,,https://www.schillertrieste.it/concorso-internazionale-friedrich-schiller-ed-2025/,Italia,"May 25, 2025",Yes,Associazione Culturale Friedrich Schiller di Trieste,Premio,"May 3, 2025 2:04 PM",,No,https://www.schillertrieste.it/concorso-internazionale-friedrich-schiller-ed-2025/,Dirigido a compositores de cualquier nacionalidad que no hayan cumplido 36 años el 10 de mayo de 2025 (nacidos después del 11 de mayo de 1989). Centrado en la composición de canciones para voz y piano. Los participantes deberán presentar dos obras: una basada en un texto de Friedrich Schiller en alemán (eligiendo entre los poemas Sehnsucht o Hoffnung) y otra con texto libre en cualquier idioma. Las obras deben ser inéditas. Requiere pago de inscripción de €35. Se otorgan premios de hasta €1.500 y la obra ganadora será publicada y programada para la temporada 2026.,"Música, Composición",,No,,Pago,Música,35.0,EUR,37.8,False,162000.0,
Premio | Primer premio de Arte Joven MAC Panamá x Mercantil,Premio | Primer premio de Arte Joven MAC Panamá x Mercantil,,https://es.artealdia.com/Convocatorias/EL-PRIMER-PREMIO-DE-ARTE-JOVEN-MAC-PANAMA-X-MERCANTIL-LANZA-SU-CONVOCATORIA-2025,Panamá,"May 25, 2025",Yes,Museo de Arte Contemporáneo de Panamá,Premio,"May 3, 2025 10:00 PM",,No,https://macpanama.org/primer-premio-de-arte-joven-mac-panama-x-mercantil-2025/,"Dirigido a artistas menores de 35 años residentes en Panamá sin una trayectoria institucional consolidada, el Premio ofrece la posibilidad de realizar una exposición individual en el museo, participar en una residencia internacional en Pivô (São Paulo), y recibir un programa de mentoría con especialistas en arte contemporáneo.",Visuales,,No,,Sin cargo,Visuales,,USD,,False,,
Convocatoria | Work in Progress HIFF 2025,Convocatoria | Work in Progress HIFF 2025,,https://festhome.com/festival/9497,España,"May 12, 2025",Yes,Festival Internacional de Cine de Huesca (HIFF),Convocatoria,"May 3, 2025 10:08 PM",,No,https://www.huesca-filmfestival.com/work-in-progress-hiff/,"Dirigida a cineastas de países iberoamericanos que cuenten con cortometrajes de ficción, documental o animación en etapa avanzada de postproducción. Los proyectos deben durar entre 5 y 20 minutos y no haber sido estrenados. La inscripción es gratuita y se realiza a través de Festhome. Los proyectos seleccionados recibirán asesoría profesional, reuniones con expertos, acreditaciones al festival y podrán optar por premios como la distribución en Festhome o servicios de postproducción de Chemistry. La participación implica estar presente en Huesca el 11 de junio de 2025.","Cine, Cortometrajes",,No,,Sin cargo,Cine,,EUR,,False,,0.0
Convocatoria | Artistas chilenos en el Festival Ars Electronica,Convocatoria | Artistas chilenos en el Festival Ars Electronica,,https://hipermedula.org/2025/05/convocatoria-2025-festival-ars-electronica/,Chile,"May 26, 2025",Yes,"Ars Electronica y el Ministerio de las Culturas, las Artes y el Patrimonio y el Ministerio de Relaciones Exteriores de Chile",Convocatoria,"May 3, 2025 10:10 PM",,No,https://www.cultura.gob.cl/convocatorias/festival-ars-electronica-abre-convocatoria-2025-para-artistas-de-chile/,"Dirigido a artistas, científicos, diseñadores, investigadores y activistas sociales chilenos -residentes en Chile o el extranjero- que trabajen cruces entre el arte, la ciencia, la tecnología, los medios y las artes sonoras, a presentar sus proyectos para participar del Festival Ars Electrónica, cuya edición 2025 lleva por título Panic – yes/no, y  que se realizará entre el 3 y el 7 de septiembre en Linz, Austria.","Visuales, Música, Otras",,No,,Sin cargo,Música,,CLP,,False,,
Convocatoria | ArteBA 2025 Galerías y Proyectos Artísticos,Convocatoria | ArteBA 2025 Galerías y Proyectos Artísticos,,https://www.recursosculturales.com/convocatoria-arteba-seccion-principal/,Argentina,"May 15, 2025",Yes,Fundación ArteBA,Convocatoria,"May 3, 2025 10:12 PM",,No,https://www.arteba.org/,"Convocatoria abierta para participar de una nueva edición de la feria, que se realizará del viernes 29 al domingo 31 de agosto en Costa Salguero, en la Ciudad de Buenos Aires. Dirigida a todas las galerías y proyectos artísticos de todo el país y de la región a presentar sus propuestas para la sección principal y para la sección Utopia.
",Visuales,,No,,Sin cargo,Visuales,,ARS,,False,,
Convocatoria | The Europe Challenge 2025/26,Convocatoria | The Europe Challenge 2025/26,,https://on-the-move.org/news/europe-challenge-202526-libraries-and-community-leaders-europe,Europa,"May 29, 2025",Yes,"
The European Cultural Foundation",Convocatoria,"May 3, 2025 10:18 PM",,No,https://theeuropechallenge.eu/news/apply-now-2025/,"Dirigido a bibliotecas y líderes comunitarios de toda Europa, con el objetivo de empoderarlos para desarrollar proyectos que respondan a los principales desafíos sociales, digitales y ecológicos del continente, promoviendo así una Europa más inclusiva, conectada y sostenible. Solo para organizaciones y Bibliotecas de paises europeos.","Otras, Biblioteca, Patrimonio, Gestión Cultural",,No,Fuera del Universo,Sin cargo,Otras,,,,False,,
Residencia | 2025 Residency on the Resonance of Videopoetry,Residencia | 2025 Residency on the Resonance of Videopoetry,,https://on-the-move.org/news/zkm-heidelberg-unesco-city-literature-2025-residency-resonance-videopoetry-germany,Alemania,"May 18, 2025",Yes,ZKM Karlsruhe - Heidelberg,Residencia,"May 3, 2025 10:18 PM",,No,https://www.heidelberg.de/HD/Leben/poetic+frequencies.html,Dirigido a poetas (o aquellos que trabajan profesional y poéticamente con el lenguaje) que tengan una conexión clara (centro de vida y/o trabajo) con una de las 53 Ciudades de la Literatura de la UNESCO en todo el mundo. El programa de residencia se desarrollará del 1 de septiembre al 30 de noviembre de 2025. Se deben presentar sus solicitudes en inglés o alemán.,"Literatura, Poesía",,No,,Sin cargo,Literatura,,EUR,,False,,
Convocatoria | AAP Magazine 48 Theme Portrait,Convocatoria | AAP Magazine 48 Theme Portrait,,https://www.all-about-photo.com/all-about-photo-contest.php?cid=149,Virtual,"May 13, 2025",Yes,All About Photo,Convocatoria,"May 3, 2025 10:22 PM",,No,https://www.all-about-photo.com/all-about-photo-contest.php?cid=149,"Convocatoria dirigida a fotógrafos de cualquier nivel y nacionalidad; requiere pago para participar. Disciplina: fotografía (retrato). Abierto a artistas de todo el mundo, incluyendo Latinoamérica. Requiere pago de inscripción.","Visuales, Fotografía",,No,,Pago,Visuales,,,,False,500.0,5.0
Convocatoria | Exposición Colectiva  Art in Abstraction 2025,Convocatoria | Exposición Colectiva  Art in Abstraction 2025,,https://mdfedart.com/portfolio/art-in-abstraction/,EEUU,"May 14, 2025",Yes,Maryland Federation of Art,Convocatoria,"May 3, 2025 10:28 PM",,No,https://mdfedart.com/portfolio/art-in-abstraction/,"Dirigida a artistas visuales residentes en Estados Unidos, Puerto Rico, Canadá y México para participar en una exposición organizada por MFA. Las obras deben ser originales y realizadas en los últimos tres años. Se permite un máximo de seis obras por artista, y todas deben estar a la venta. El costo de inscripción es de $45 para 1 o 2 obras (con descuentos para miembros MFA). Tema: Abstracción. Las obras seleccionadas se exhibirán en Annapolis, Maryland, del 8 de julio al 14 de agosto.",Visuales,,No,Fuera del Universo,Pago,Visuales,45.0,USD,45.0,False,1000.0,
Convocatoria | The Hopper Prize Artist Grants,Convocatoria | The Hopper Prize Artist Grants,,https://www.artconnect.com/opportunity/YUKXvRL2I3ucGoLHyeFC3,Virtual,"May 14, 2025",Yes,The Hopper Prize,Convocatoria,"May 3, 2025 10:37 PM",,No,https://hopperprize.org,"Dirigido a artistas latinoamericanos y de otras regiones en artes plásticas, visuales y audiovisuales. Requiere pago de inscripción. Disciplinas: dibujo, pintura, fotografía, grabado, escultura, instalación, medios mixtos, videoarte y cortometraje experimental. Abierto a artistas de Latinoamérica.",Visuales,,No,Falopa,Pago,Visuales,,,,False,1100000.0,40.0
Residencia | Programa JSP Artist-In-Residence 2025-2026 ,Residencia | Programa JSP Artist-In-Residence 2025-2026 ,,https://www.artconnect.com/opportunity/jEmMrCmaspCMHl6SdUwLz,EEUU,"May 14, 2025",Yes,Josephine Sculpture Park,Residencia,"May 3, 2025 10:37 PM",,No,https://www.josephinesculpturepark.org/air,"Dirigido a artistas visuales que trabajen con escultura, así como con medios como el sonido y la performance, como experiencias interactivas con la escultura y el entorno natural. Los artistas deben estar autorizados para trabajar legalmente en los Estados Unidos, y ser mayores de 18 años. El programa AiR acogerá a un máximo de dos artistas para una visita de planificación en 2025 y una residencia de hasta 10 semanas en 2026.","Visuales, Escultura",,No,,Sin cargo,Visuales,,USD,,False,,
Convocatoria | Tate Papers 37: Mother Lines,Convocatoria | Tate Papers 37: Mother Lines,,https://www.onlyforartists.com/post/tate-papers-37-mother-lines-calls-for-papers, Reino Unido,"May 12, 2025",Yes,Tate Gallery,Convocatoria,"May 3, 2025 10:40 PM",,No,https://www.tate.org.uk/research/tate-papers/calls-for-papers,"Tate Papers busca contribuciones para su edición especial ""Mother Lines"" que explora conexiones transgeneracionales y conocimiento ancestral en el arte. La convocatoria está dirigida a investigadores y artistas interesados en temas como matrilineaje, repatriación e historias transnacionales interconectadas. No se especifica explícitamente, parece estar abierta a participantes internacionales dada su naturaleza de publicación académica sobre arte transnacional.","Otras, Investigación, Curaduría",,No,,Sin cargo,Otras,,,,False,,
Fondos | Fondo Metropolitano 2025,Fondos | Fondo Metropolitano 2025,Destacar,https://buenosaires.gob.ar/noticias/fondo-metropolitano-2025-apertura-de-convocatoria,Argentina,"May 26, 2025",Yes,Ministerio de Cultura de la Ciudad de Buenos Aires,Fondos,"May 7, 2025 8:23 AM",,No,https://buenosaires.gob.ar/noticias/fondo-metropolitano-2025-apertura-de-convocatoria,"Subsidio para proyectos culturales, científicos y de infraestructura en la Ciudad Autónoma de Buenos Aires. Está dirigido a personas físicas, jurídicas o consorcios con domicilio en CABA, incluyendo asociaciones sin personería jurídica que deben presentarse a través de una persona responsable. Abierta la convocatoria en cinco líneas de financiamiento: Creación; Funcionamiento de espacios culturales; Infraestructura cultural; Eventos culturales; y Cooperación sociocultural, formación y capacitación. Es exclusivo para la ciudad de Buenos Aires.",Multidisciplinar,,No,,Sin cargo,Otras,,ARS,,False,,
